ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Tax_Status,Gains,Losses,Dividends,Income_Status,Income,BC_US,Age_group,revenue,profit,working_age,age+gender,edu_group1,edu_group2,emp_group1,emp_group2,ms_group,cit_group,ho_group,race_group
TRAIN_00098,0.5777777777777778,1,12,4,0.7692307692307693,10,8,4,0,1,4,2,39,2,0.0,0.0,0.0,2,0.0,1,5,0.0,0.27952001143842253,1,11,0,2,1,1,2,1,1,1
TRAIN_00099,0.9111111111111111,0,4,0,0.0,14,14,4,0,6,4,2,39,4,0.0,0.0,0.0,1,0.0,1,8,0.0,0.27952001143842253,0,16,1,3,0,0,0,1,1,1
TRAIN_00100,0.7777777777777778,1,12,0,0.0,14,14,1,0,1,7,2,39,1,0.0,0.0,0.0,1,0.0,1,7,0.0,0.27952001143842253,0,15,0,2,0,0,2,1,1,0
TRAIN_00101,0.33333333333333337,0,1,0,0.8846153846153847,12,8,4,0,0,4,2,39,0,0.0,0.0,0.0,1,1800.0,1,3,0.0,0.27952001143842253,1,6,1,3,0,0,0,1,1,1
TRAIN_00102,0.12222222222222223,0,3,0,0.0,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.27952001143842253,0,2,0,0,0,0,1,1,1,1
TRAIN_00103,0.8333333333333334,0,12,0,0.23076923076923078,14,14,4,0,6,4,2,39,5,0.0,0.0,0.0,1,0.0,1,7,0.0,0.27952001143842253,0,14,0,2,0,0,0,1,1,1
TRAIN_00104,0.5666666666666667,1,2,0,0.576923076923077,2,5,4,0,1,4,2,39,2,0.0,0.0,0.0,2,500.0,1,5,0.0,0.27952001143842253,1,11,1,3,0,0,2,1,1,1
TRAIN_00105,0.32222222222222224,1,12,2,0.6923076923076923,11,0,0,0,5,4,1,35,0,0.0,0.0,0.0,1,0.0,0,2,0.0,0.27952001143842253,1,5,0,2,2,2,1,0,1,0
TRAIN_00106,0.14444444444444446,1,3,0,0.0,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.27952001143842253,0,3,0,0,0,0,1,1,1,1
TRAIN_00107,0.2,0,12,0,0.23076923076923078,5,0,4,0,5,0,2,39,5,0.0,0.0,0.0,1,435.0,1,1,0.0,0.27952001143842253,0,2,0,2,0,0,1,1,1,1
TRAIN_00108,0.6777777777777778,1,12,0,1.0,13,2,4,0,1,4,2,39,2,0.0,0.0,0.0,1,0.0,1,6,0.0,0.27952001143842253,0,13,0,2,0,0,2,1,1,1
TRAIN_00109,0.5,1,5,2,0.9423076923076924,12,8,4,0,1,4,2,39,2,0.0,0.0,0.0,2,0.0,1,4,0.0,0.27952001143842253,1,9,1,3,2,2,2,1,1,1
TRAIN_00110,0.4777777777777778,0,7,0,1.0,7,11,4,4,1,7,1,25,2,0.0,0.0,0.0,2,0.0,0,4,0.0,0.27952001143842253,1,8,0,1,0,0,2,0,0,1
TRAIN_00111,0.5,0,0,2,0.8653846153846154,5,0,4,0,1,7,2,39,2,0.0,0.0,0.6448078280613851,1,725.0,1,4,0.31986788059264465,0.5099784183890271,1,8,1,3,2,2,2,1,1,1
TRAIN_00112,0.3111111111111111,0,2,2,1.0,5,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,0.0,1,2,0.0,0.27952001143842253,1,4,1,3,2,2,2,1,1,1
TRAIN_00113,0.3666666666666667,0,12,0,1.0,10,10,4,0,1,7,2,39,2,0.0,0.0,0.0,2,800.0,1,3,0.0,0.27952001143842253,1,6,0,2,0,0,2,1,1,1
TRAIN_00114,0.7333333333333334,0,12,3,0.0,14,14,4,0,1,4,2,39,1,0.0,0.0,0.7774685814149176,1,0.0,1,6,0.3856765016520316,0.5573922129371474,0,12,0,2,0,3,2,1,1,1
TRAIN_00115,0.41111111111111115,1,6,0,0.7692307692307693,0,3,4,5,1,7,0,25,2,0.0,0.0,0.0,2,0.0,0,3,0.0,0.27952001143842253,1,7,0,1,0,0,2,0,0,1
TRAIN_00116,0.6,1,12,2,1.0,2,10,4,0,5,4,2,39,5,0.0,0.0,0.0,1,800.0,1,5,0.0,0.27952001143842253,1,11,0,2,2,2,1,1,1,1
TRAIN_00117,0.5111111111111112,0,2,0,1.0,10,12,4,0,1,7,1,19,2,0.0,0.0,0.0,1,785.0,0,4,0.0,0.27952001143842253,1,8,1,3,0,0,2,0,1,1
TRAIN_00118,0.15555555555555556,0,3,0,0.0,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,2,0.0,1,1,0.0,0.27952001143842253,0,2,0,0,0,0,1,1,1,1
TRAIN_00119,0.1,0,3,0,0.0,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,0,0.0,0.27952001143842253,0,0,0,0,0,0,1,1,1,1
TRAIN_00120,0.6,1,12,3,0.0,14,14,4,0,1,7,2,39,2,0.0,0.0,0.0,2,0.0,1,5,0.0,0.27952001143842253,1,11,0,2,0,3,2,1,1,1
TRAIN_00121,0.5333333333333333,0,4,2,1.0,9,0,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1063.0,1,4,0.0,0.27952001143842253,1,8,1,3,2,2,2,1,1,1
TRAIN_00122,0.788888888888889,1,14,0,0.0,14,14,4,0,1,4,2,39,1,0.0,0.0,0.0,1,0.0,1,7,0.0,0.27952001143842253,0,15,1,3,0,0,2,1,1,1
TRAIN_00123,0.888888888888889,0,12,0,1.0,19,0,4,0,0,6,2,39,5,0.0,0.0,0.0,2,475.0,1,8,0.0,0.27952001143842253,0,16,0,2,0,0,0,1,1,1
TRAIN_00124,0.2777777777777778,0,4,2,0.8846153846153847,19,10,1,0,0,5,2,39,0,0.0,0.0,0.0,2,500.0,1,2,0.0,0.27952001143842253,1,4,1,3,2,2,0,1,1,0
TRAIN_00125,0.5666666666666667,0,2,2,1.0,15,6,4,0,1,7,0,19,2,0.0,0.0,0.0,1,2000.0,0,5,0.0,0.27952001143842253,1,10,1,3,2,2,2,0,1,1
TRAIN_00126,0.35555555555555557,0,2,0,1.0,7,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1187.0,1,3,0.0,0.27952001143842253,1,6,1,3,0,0,2,1,1,1
TRAIN_00127,0.17777777777777778,0,11,0,0.38461538461538464,17,7,4,0,5,2,2,39,4,0.0,0.0,0.0,1,435.0,1,1,0.0,0.27952001143842253,0,2,0,1,0,0,1,1,1,1
TRAIN_00128,0.26666666666666666,0,2,2,1.0,20,8,4,0,5,6,2,39,5,0.0,0.0,0.0,2,1100.0,1,2,0.0,0.27952001143842253,1,4,1,3,2,2,1,1,1,1
TRAIN_00129,0.26666666666666666,1,15,2,1.0,10,2,3,4,5,4,1,8,0,0.0,0.0,0.0,1,850.0,0,2,0.0,0.27952001143842253,1,5,0,1,2,2,1,0,0,0
TRAIN_00130,0.3666666666666667,0,12,0,1.0,16,5,0,0,1,7,1,18,2,0.0,0.0,0.0,1,450.0,0,3,0.0,0.27952001143842253,1,6,0,2,0,0,2,0,1,0
