ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Summary,Citizenship,Birth_Country,Tax_Status,Gains,Losses,Dividends,Income_Status,Income,BC_US,Age_group,revenue,profit,working_age,age+gender,edu_group1,edu_group2,emp_group1,emp_group2,ms_group,cit_group,ho_group,race_group
TRAIN_00033,0.041666666666666664,1,12,2,0.0,4,2,4,0,1,4,3,10,2,8.552367266423891,0.0,0.0,1,1600.0,0,3,8.552367266423891,8.552367266423891,1,7,0,2,2,2,2,1,1,1
TRAIN_00034,0.875,1,12,0,0.0,10,5,2,0,1,4,2,39,2,0.0,0.0,3.8918202981106265,0,0.0,1,5,3.8918202981106265,3.8918202981106265,1,11,0,2,0,0,2,1,1,0
TRAIN_00035,-0.75,0,8,3,-1.1555555555555554,14,14,4,9,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,2,0,1,0,3,1,1,0,1
TRAIN_00036,0.041666666666666664,1,2,2,0.0,21,13,0,0,1,7,1,23,2,0.0,0.0,0.0,1,1400.0,0,3,0.0,0.0,1,7,1,3,2,2,2,0,1,0
TRAIN_00037,0.9583333333333334,1,2,2,0.0,18,6,4,0,3,4,2,39,5,0.0,0.0,0.0,0,0.0,1,5,0.0,0.0,1,11,1,3,2,2,2,1,1,1
TRAIN_00038,-0.7083333333333334,0,9,0,0.0,12,11,4,0,5,6,2,39,5,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0,2,0,1,0,0,1,1,1,1
TRAIN_00039,-0.6666666666666666,1,9,0,-1.1555555555555554,14,14,4,0,5,0,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,3,0,1,0,0,1,1,1,1
TRAIN_00040,-0.20833333333333334,0,2,2,0.0,11,6,4,0,1,7,2,39,2,0.0,0.0,0.0,1,650.0,1,2,0.0,0.0,1,4,1,3,2,2,2,1,1,1
TRAIN_00041,-1.125,1,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0,1,0,0,0,0,1,1,1,1
TRAIN_00042,0.75,1,12,2,0.0,21,13,1,0,1,4,2,39,2,0.0,0.0,5.017279836814924,1,600.0,1,5,5.017279836814924,5.017279836814924,1,11,0,2,2,2,2,1,1,0
TRAIN_00043,-0.4583333333333333,0,12,2,0.0,19,10,4,0,3,0,2,39,0,0.0,0.0,0.0,1,500.0,1,2,0.0,0.0,1,4,0,2,2,2,2,1,1,1
TRAIN_00044,1.2083333333333333,1,12,2,0.0,10,2,4,0,1,4,2,39,2,0.0,0.0,0.0,2,1200.0,1,6,0.0,0.0,0,13,0,2,2,2,2,1,1,1
TRAIN_00045,0.2916666666666667,1,4,2,0.0,18,9,4,1,1,4,1,3,2,11.512925464970229,0.0,0.0,0,0.0,0,4,11.512925464970229,11.512925464970229,1,9,1,3,2,2,2,0,0,1
TRAIN_00046,0.3333333333333333,0,2,0,-0.044444444444444446,20,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,545.0,1,4,0.0,0.0,1,8,1,3,0,0,2,1,1,1
TRAIN_00047,-0.16666666666666666,1,12,0,0.0,10,0,4,0,5,4,2,39,5,0.0,7.601901959875166,0.0,1,0.0,1,3,0.0,-7.601901959875166,1,7,0,2,0,0,1,1,1,1
TRAIN_00048,-0.7083333333333334,1,8,0,-0.5777777777777777,19,4,4,0,5,2,2,39,5,0.0,0.0,0.0,1,550.0,1,1,0.0,0.0,0,3,0,1,0,0,1,1,1,1
TRAIN_00049,-0.25,1,4,0,0.0,19,6,0,0,1,4,0,30,2,0.0,0.0,0.0,1,1030.0,0,2,0.0,0.0,1,5,1,3,0,0,2,0,1,0
TRAIN_00050,0.3333333333333333,1,4,2,0.0,21,0,4,0,1,4,2,39,2,8.895492631451633,0.0,3.258096538021482,2,1400.0,1,4,12.153589169473115,12.153589169473115,1,9,1,3,2,2,2,1,1,1
TRAIN_00051,-0.6666666666666666,0,4,2,0.0,5,11,4,0,5,0,2,39,5,0.0,0.0,0.0,2,550.0,1,1,0.0,0.0,0,2,1,3,2,2,1,1,1,1
TRAIN_00052,0.375,1,12,0,0.0,11,2,4,0,1,4,2,39,2,0.0,0.0,0.0,1,1000.0,1,4,0.0,0.0,1,9,0,2,0,0,2,1,1,1
TRAIN_00053,0.875,0,12,0,0.0,15,6,4,0,1,7,2,39,2,0.0,0.0,0.0,0,2400.0,1,5,0.0,0.0,1,10,0,2,0,0,2,1,1,1
TRAIN_00054,-0.5,0,4,2,-0.7111111111111111,16,11,4,8,5,0,2,39,5,0.0,0.0,0.0,2,500.0,1,2,0.0,0.0,1,4,1,3,2,2,1,1,0,1
TRAIN_00055,1.125,1,15,0,-1.1555555555555554,14,14,1,0,1,4,2,39,2,0.0,0.0,0.0,1,0.0,1,6,0.0,0.0,0,13,0,1,0,0,2,1,1,0
TRAIN_00056,-0.7083333333333334,0,8,3,-1.1555555555555554,14,14,4,0,5,5,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,2,0,1,0,3,1,1,1,1
TRAIN_00057,0.7916666666666666,0,12,0,-0.4888888888888889,16,10,4,0,6,4,2,39,5,0.0,0.0,0.0,2,500.0,1,5,0.0,0.0,1,10,0,2,0,0,0,1,1,1
TRAIN_00058,0.5,0,2,2,0.0,20,8,4,0,0,4,2,39,5,0.0,0.0,0.0,1,2000.0,1,4,0.0,0.0,1,8,1,3,2,2,0,1,1,1
TRAIN_00059,1.2083333333333333,1,7,0,-1.1555555555555554,14,14,4,0,1,4,2,39,4,0.0,0.0,0.0,1,0.0,1,6,0.0,0.0,0,13,0,1,0,0,2,1,1,1
TRAIN_00060,-0.625,0,4,0,-0.4888888888888889,18,10,4,0,5,6,2,39,5,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,2,1,3,0,0,1,1,1,1
TRAIN_00061,0.5833333333333334,0,12,2,0.0,19,10,4,0,1,7,2,39,2,0.0,0.0,0.0,2,700.0,1,4,0.0,0.0,1,8,0,2,2,2,2,1,1,1
TRAIN_00062,1.125,0,12,0,-1.1555555555555554,14,14,4,0,1,7,2,39,2,0.0,0.0,0.0,2,0.0,1,6,0.0,0.0,0,12,0,2,0,0,2,1,1,1
TRAIN_00063,-0.2916666666666667,0,12,0,0.0,19,10,1,0,1,7,2,39,2,0.0,0.0,0.0,2,425.0,1,2,0.0,0.0,1,4,0,2,0,0,2,1,1,0
TRAIN_00064,0.16666666666666666,0,4,2,-0.17777777777777778,10,5,1,0,6,4,2,39,0,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,1,6,1,3,2,2,0,1,1,0
TRAIN_00065,0.6666666666666666,1,4,0,0.0,19,11,4,6,5,4,2,39,5,0.0,0.0,0.0,2,213.0,1,5,0.0,0.0,1,11,1,3,0,0,1,1,0,1
TRAIN_00066,0.041666666666666664,1,4,0,0.0,21,2,4,0,1,4,2,39,2,0.0,0.0,3.58351893845611,1,1600.0,1,3,3.58351893845611,3.58351893845611,1,7,1,3,0,0,2,1,1,1
TRAIN_00067,-0.25,0,12,2,0.0,12,11,1,0,5,0,2,39,5,0.0,0.0,0.0,2,600.0,1,2,0.0,0.0,1,4,0,2,2,2,1,1,1,0
TRAIN_00068,0.16666666666666666,0,12,2,0.0,9,6,4,0,1,7,2,39,2,0.0,0.0,0.0,1,988.0,1,3,0.0,0.0,1,6,0,2,2,2,2,1,1,1
TRAIN_00069,-0.3333333333333333,1,12,2,0.0,2,11,4,1,5,4,1,39,0,0.0,0.0,0.0,1,700.0,1,2,0.0,0.0,1,5,0,2,2,2,1,0,0,1
TRAIN_00070,-0.2916666666666667,0,2,2,0.0,12,0,4,0,5,0,2,39,5,0.0,7.537430036586509,0.0,2,0.0,1,2,0.0,-7.537430036586509,1,4,1,3,2,2,1,1,1,1
TRAIN_00071,-1.2083333333333333,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,2,0.0,1,0,0.0,0.0,0,0,0,0,0,0,1,1,1,1
TRAIN_00072,0.0,1,4,2,-0.17777777777777778,7,6,4,0,1,7,2,39,2,0.0,0.0,0.0,2,1000.0,1,3,0.0,0.0,1,7,1,3,2,2,2,1,1,1
TRAIN_00073,-0.125,0,4,1,0.0,11,0,4,0,1,7,2,39,2,0.0,0.0,0.0,1,0.0,1,3,0.0,0.0,1,6,1,3,1,1,2,1,1,1
TRAIN_00074,0.08333333333333333,0,12,0,0.0,20,0,4,0,1,7,2,39,2,0.0,0.0,0.0,2,500.0,1,3,0.0,0.0,1,6,0,2,0,0,2,1,1,1
TRAIN_00075,1.9583333333333333,0,4,0,-1.1555555555555554,14,14,4,0,1,7,2,39,1,0.0,0.0,0.0,1,0.0,1,8,0.0,0.0,0,16,1,3,0,0,2,1,1,1
TRAIN_00076,0.5416666666666666,0,7,2,0.0,10,2,4,0,1,4,0,21,2,0.0,0.0,0.0,1,902.0,0,4,0.0,0.0,1,8,0,1,2,2,2,0,1,1
TRAIN_00077,-0.375,1,12,0,0.0,23,4,4,0,5,6,2,39,5,0.0,0.0,0.0,2,500.0,1,2,0.0,0.0,1,5,0,2,0,0,1,1,1,1
TRAIN_00078,0.2916666666666667,0,12,0,0.0,11,5,4,0,1,7,2,39,2,0.0,0.0,0.0,1,0.0,1,4,0.0,0.0,1,8,0,2,0,0,2,1,1,1
TRAIN_00079,-0.625,1,12,0,-0.26666666666666666,19,10,4,0,5,0,2,39,5,0.0,0.0,0.0,1,500.0,1,1,0.0,0.0,0,3,0,2,0,0,1,1,1,1
TRAIN_00080,-0.9166666666666666,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,2,0,0,0,0,1,1,1,1
TRAIN_00081,1.25,1,12,0,0.0,4,2,4,0,0,4,2,39,5,0.0,0.0,8.294299608857235,2,1570.0,1,6,8.294299608857235,8.294299608857235,0,13,0,2,0,0,0,1,1,1
TRAIN_00082,0.4166666666666667,1,4,0,0.0,10,5,4,0,1,4,2,39,2,0.0,0.0,5.14166355650266,1,2100.0,1,4,5.14166355650266,5.14166355650266,1,9,1,3,0,0,2,1,1,1
TRAIN_00083,-0.2916666666666667,0,12,0,-0.8888888888888888,19,0,4,0,1,7,2,39,2,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,1,4,0,2,0,0,2,1,1,1
TRAIN_00084,0.75,1,12,2,0.0,4,2,4,0,1,4,2,39,2,9.617470759403409,0.0,0.0,0,0.0,1,5,9.617470759403409,9.617470759403409,1,11,0,2,2,2,2,1,1,1
TRAIN_00085,-0.5,1,4,2,-0.2222222222222222,5,0,4,0,5,0,2,39,5,0.0,0.0,0.0,1,475.0,1,2,0.0,0.0,1,5,1,3,2,2,1,1,1,1
TRAIN_00086,1.3333333333333333,0,12,0,-1.1555555555555554,14,14,4,0,1,7,2,39,3,0.0,0.0,0.0,2,0.0,1,6,0.0,0.0,0,12,0,2,0,0,2,1,1,1
TRAIN_00087,-0.375,1,8,0,0.0,10,5,4,0,1,4,2,39,2,0.0,0.0,0.0,1,700.0,1,2,0.0,0.0,1,5,0,1,0,0,2,1,1,1
TRAIN_00088,0.75,1,12,2,0.0,10,5,1,0,1,4,1,38,2,0.0,0.0,0.0,1,1400.0,0,5,0.0,0.0,1,11,0,2,2,2,2,0,1,0
TRAIN_00089,-0.7916666666666666,0,8,0,-1.0222222222222221,17,7,4,0,5,2,2,39,4,0.0,0.0,0.0,1,200.0,1,1,0.0,0.0,0,2,0,1,0,0,1,1,1,1
TRAIN_00090,0.2916666666666667,1,12,0,0.0,10,2,4,0,1,4,2,39,2,0.0,0.0,2.3978952727983707,2,1100.0,1,4,2.3978952727983707,2.3978952727983707,1,9,0,2,0,0,2,1,1,1
TRAIN_00091,0.041666666666666664,1,5,2,0.0,7,6,4,0,1,4,2,39,2,0.0,0.0,5.303304908059076,0,0.0,1,3,5.303304908059076,5.303304908059076,1,7,1,3,2,2,2,1,1,1
TRAIN_00092,0.625,1,1,5,0.0,10,8,4,0,1,4,2,39,2,8.94754601503218,0.0,3.044522437723423,0,1700.0,1,4,11.992068452755603,11.992068452755603,1,9,1,3,1,1,2,1,1,1
TRAIN_00093,-0.7916666666666666,0,15,0,-1.0444444444444445,14,14,4,5,5,2,1,25,4,0.0,0.0,0.0,1,0.0,0,1,0.0,0.0,0,2,0,1,0,0,1,0,0,1
TRAIN_00094,-0.2916666666666667,1,4,0,-0.044444444444444446,19,2,4,0,1,4,2,39,2,0.0,7.629489916393995,0.0,2,575.0,1,2,0.0,-7.629489916393995,1,5,1,3,0,0,2,1,1,1
TRAIN_00095,-0.5416666666666666,1,7,0,0.0,10,4,4,5,1,4,1,25,2,0.0,0.0,0.0,1,600.0,0,2,0.0,0.0,1,5,0,1,0,0,2,0,0,1
TRAIN_00096,-0.3333333333333333,0,14,0,0.0,5,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1240.0,1,2,0.0,0.0,1,4,1,3,0,0,2,1,1,1
TRAIN_00097,-0.20833333333333334,0,4,2,0.0,19,10,4,0,1,7,2,39,2,0.0,0.0,0.0,2,750.0,1,2,0.0,0.0,1,4,1,3,2,2,2,1,1,1
TRAIN_00098,0.75,1,12,4,-0.26666666666666666,10,8,4,0,1,4,2,39,2,0.0,0.0,0.0,2,0.0,1,5,0.0,0.0,1,11,0,2,1,1,2,1,1,1
TRAIN_00099,2.0,0,4,0,-1.1555555555555554,14,14,4,0,6,4,2,39,4,0.0,0.0,0.0,1,0.0,1,8,0.0,0.0,0,16,1,3,0,0,0,1,1,1
TRAIN_00100,1.5,1,12,0,-1.1555555555555554,14,14,1,0,1,7,2,39,1,0.0,0.0,0.0,1,0.0,1,7,0.0,0.0,0,15,0,2,0,0,2,1,1,0
TRAIN_00101,-0.16666666666666666,0,1,0,-0.13333333333333333,12,8,4,0,0,4,2,39,0,0.0,0.0,0.0,1,1800.0,1,3,0.0,0.0,1,6,1,3,0,0,0,1,1,1
TRAIN_00102,-0.9583333333333334,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,2,0,0,0,0,1,1,1,1
TRAIN_00103,1.7083333333333333,0,12,0,-0.8888888888888888,14,14,4,4,6,4,2,39,5,0.0,0.0,0.0,1,0.0,1,7,0.0,0.0,0,14,0,2,0,0,0,1,0,1
TRAIN_00104,0.7083333333333334,1,2,0,-0.4888888888888889,2,5,4,0,1,4,2,39,2,0.0,0.0,0.0,2,500.0,1,5,0.0,0.0,1,11,1,3,0,0,2,1,1,1
TRAIN_00105,-0.20833333333333334,1,12,2,-0.35555555555555557,11,0,0,0,5,4,1,35,0,0.0,0.0,0.0,1,0.0,0,2,0.0,0.0,1,5,0,2,2,2,1,0,1,0
TRAIN_00106,-0.875,1,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,3,0,0,0,0,1,1,1,1
TRAIN_00107,-0.6666666666666666,0,12,0,-0.8888888888888888,5,0,4,0,5,0,2,39,5,0.0,0.0,0.0,1,435.0,1,1,0.0,0.0,0,2,0,2,0,0,1,1,1,1
TRAIN_00108,1.125,1,12,0,0.0,13,2,4,0,1,4,2,39,2,0.0,0.0,0.0,1,0.0,1,6,0.0,0.0,0,13,0,2,0,0,2,1,1,1
TRAIN_00109,0.4583333333333333,1,5,2,-0.06666666666666667,12,8,4,0,1,4,2,39,2,0.0,0.0,0.0,2,0.0,1,4,0.0,0.0,1,9,1,3,2,2,2,1,1,1
TRAIN_00110,0.375,0,7,0,0.0,7,11,4,5,1,7,1,25,2,0.0,0.0,0.0,2,0.0,0,4,0.0,0.0,1,8,0,1,0,0,2,0,0,1
TRAIN_00111,0.4583333333333333,0,0,2,-0.15555555555555556,5,0,4,0,1,7,2,39,2,0.0,0.0,6.90875477931522,1,725.0,1,4,6.90875477931522,6.90875477931522,1,8,1,3,2,2,2,1,1,1
TRAIN_00112,-0.25,0,2,2,0.0,5,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,1,4,1,3,2,2,2,1,1,1
TRAIN_00113,-0.041666666666666664,0,12,0,0.0,10,10,4,0,1,7,2,39,2,0.0,0.0,0.0,2,800.0,1,3,0.0,0.0,1,6,0,2,0,0,2,1,1,1
TRAIN_00114,1.3333333333333333,0,12,3,-1.1555555555555554,14,14,4,0,1,4,2,39,1,0.0,0.0,8.330140460246382,1,0.0,1,6,8.330140460246382,8.330140460246382,0,12,0,2,0,3,2,1,1,1
TRAIN_00115,0.125,1,6,0,-0.26666666666666666,0,3,4,6,1,7,0,25,2,0.0,0.0,0.0,2,0.0,0,3,0.0,0.0,1,7,0,1,0,0,2,0,0,1
TRAIN_00116,0.8333333333333334,1,12,2,0.0,2,10,4,0,5,4,2,39,5,0.0,0.0,0.0,1,800.0,1,5,0.0,0.0,1,11,0,2,2,2,1,1,1,1
TRAIN_00117,0.5,0,2,0,0.0,10,12,4,0,1,7,1,19,2,0.0,0.0,0.0,1,785.0,0,4,0.0,0.0,1,8,1,3,0,0,2,0,1,1
TRAIN_00118,-0.8333333333333334,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,2,0.0,1,1,0.0,0.0,0,2,0,0,0,0,1,1,1,1
TRAIN_00119,-1.0416666666666667,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,1,1,1,1
TRAIN_00120,0.8333333333333334,1,12,3,-1.1555555555555554,14,14,4,0,1,7,2,39,2,0.0,0.0,0.0,2,0.0,1,5,0.0,0.0,1,11,0,2,0,3,2,1,1,1
TRAIN_00121,0.5833333333333334,0,4,2,0.0,9,0,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1063.0,1,4,0.0,0.0,1,8,1,3,2,2,2,1,1,1
TRAIN_00122,1.5416666666666667,1,14,0,-1.1555555555555554,14,14,4,0,1,4,2,39,1,0.0,0.0,0.0,1,0.0,1,7,0.0,0.0,0,15,1,3,0,0,2,1,1,1
TRAIN_00123,1.9166666666666667,0,12,0,0.0,19,0,4,0,0,6,2,39,5,0.0,0.0,0.0,2,475.0,1,8,0.0,0.0,0,16,0,2,0,0,0,1,1,1
TRAIN_00124,-0.375,0,4,2,-0.13333333333333333,19,10,1,0,0,5,2,39,0,0.0,0.0,0.0,2,500.0,1,2,0.0,0.0,1,4,1,3,2,2,0,1,1,0
TRAIN_00125,0.7083333333333334,0,2,2,0.0,15,6,4,0,1,7,0,19,2,0.0,0.0,0.0,1,2000.0,0,5,0.0,0.0,1,10,1,3,2,2,2,0,1,1
TRAIN_00126,-0.08333333333333333,0,2,0,0.0,7,8,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1187.0,1,3,0.0,0.0,1,6,1,3,0,0,2,1,1,1
TRAIN_00127,-0.75,0,11,0,-0.7111111111111111,17,7,4,0,5,2,2,39,4,0.0,0.0,0.0,1,435.0,1,1,0.0,0.0,0,2,0,1,0,0,1,1,1,1
TRAIN_00128,-0.4166666666666667,0,2,2,0.0,20,8,4,0,5,6,2,39,5,0.0,0.0,0.0,2,1100.0,1,2,0.0,0.0,1,4,1,3,2,2,1,1,1,1
TRAIN_00129,-0.4166666666666667,1,15,2,0.0,10,2,3,5,5,4,1,8,0,0.0,0.0,0.0,1,850.0,0,2,0.0,0.0,1,5,0,1,2,2,1,0,0,0
TRAIN_00130,-0.041666666666666664,0,12,0,0.0,16,5,0,0,1,7,1,18,2,0.0,0.0,0.0,1,450.0,0,3,0.0,0.0,1,6,0,2,0,0,2,0,1,0
TRAIN_00131,-1.375,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,1,1,1,1
TRAIN_00132,0.125,0,12,0,0.0,5,0,4,0,1,7,2,39,2,0.0,0.0,0.0,1,1163.0,1,3,0.0,0.0,1,6,0,2,0,0,2,1,1,1
TRAIN_00133,-1.0833333333333333,0,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,0,0.0,0.0,0,0,0,0,0,0,1,1,1,1
TRAIN_00134,-1.0,1,3,0,-1.1555555555555554,14,14,4,0,5,2,2,39,4,0.0,0.0,0.0,1,0.0,1,1,0.0,0.0,0,3,0,0,0,0,1,1,1,1
TRAIN_00135,-0.5833333333333334,1,11,3,-1.1555555555555554,14,14,4,0,5,4,2,39,4,0.0,0.0,0.0,1,0.0,1,2,0.0,0.0,1,5,0,1,0,3,1,1,1,1
